PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_SUBSTANCE_COMMENT
"CCSBASE_7B9F201773","Glycodeoxycholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_D21ABEDE19","Glycodeoxycholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_8BBB0AE3D0","Glycodeoxycholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_22FCD4266E","Glycodeoxycholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_F160B631FA","Glycodeoxycholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_5951F36214","Glycodeoxycholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_5720DD5A35","Glycochenodeoxycholic acid 3-sulfate","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_7DF9622E50","Glycochenodeoxycholic acid 3-sulfate","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_40778B421A","Glycochenodeoxycholic acid 3-sulfate","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_FFE5DD4310","Glycochenodeoxycholic acid 3-sulfate","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_2EF15B3B70","Glycochenodeoxycholic acid 3-sulfate","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_398D6A2621","Glycochenodeoxycholic acid 3-sulfate","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_D5C1F451B9","Glycochenodeoxycholic acid 3-sulfate","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_CEF7BD5B79","Glycochenodeoxycholic acid 3-sulfate","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_9CB67FFEFF","Glycochenodeoxycholic acid 3-sulfate","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_B3D65F769F","Glycochenodeoxycholic acid 3-sulfate","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_514366D000","Glycochenodeoxycholic acid 3-sulfate","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_2326FB2832","Glycochenodeoxycholic acid 3-sulfate","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_0A0AEF4A11","Glycoursodeoxycholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_36E6BEADA2","Glycoursodeoxycholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_6716E5E476","Glycoursodeoxycholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_42A6D6ABF1","Glycoursodeoxycholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_6772637F80","Glycoursodeoxycholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_E578465B3F","Glycoursodeoxycholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_EA96C3D16B","Glycolithocholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_5FA3610B02","Glycolithocholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_20810F0EFF","Glycolithocholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_B19823F4D2","Glycolithocholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_6D64E03518","Glycolithocholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_2FA84AB301","Glycolithocholic acid","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_2710B9C315","Glycolithocholic acid 3-sulfate","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_80032F176C","Glycolithocholic acid 3-sulfate","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_814780500F","Glycolithocholic acid 3-sulfate","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_D15C2DB234","Glycolithocholic acid 3-sulfate","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_168B89C489","Taurocholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_4EFB550828","Taurocholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_2A45ED2C3F","Taurocholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_E351961D5D","Taurocholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_11070592E6","Taurohyocholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_F929181C07","Taurohyocholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_ACA30CB61D","Taurohyocholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_C82E50B75F","Taurohyocholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_5F71C10341","Taurohyocholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H]([C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_207189B68F","Taurochenodeoxycholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_438FE69ED5","Taurochenodeoxycholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_8C83FD202C","Taurochenodeoxycholic acid 3-sulfate","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)S(=O)(=O)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_87B470BAAB","Tauroursodeoxycholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_FF55C66EE5","Tauroursodeoxycholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_44DC1D0005","Tauroursodeoxycholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_9173508C0C","Taurohyodeoxycholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_83D1AD792F","Taurohyodeoxycholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_BC9CD79357","Taurohyodeoxycholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_1D049404C1","Taurohyodeoxycholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_94364DE22D","Taurolithocholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_6B46CE5462","Taurolithocholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_5187099DE0","Taurolithocholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_9D7D472AD4","Taurolithocholic acid 3-sulfate","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_C543BC6CE1","Taurolithocholic acid 3-sulfate","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_92778B41E1","Taurolithocholic acid 3-sulfate","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_D1E7CC6232","Taurolithocholic acid 3-sulfate","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_4374C056E1","Taurolithocholic acid 3-sulfate","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_F98CB92010","Taurolithocholic acid 3-sulfate","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_8D800EE941","Taurolithocholic acid 3-sulfate","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_003692E541","Tauro-β-muricholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CCC2[C@@]1(CCC3C2[C@@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_E7ECCC45FD","Tauro-β-muricholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CCC2[C@@]1(CCC3C2[C@@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_2306BDD2B6","Tauro-β-muricholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CCC2[C@@]1(CCC3C2[C@@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_7E47B73F10","Tauro-β-muricholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CCC2[C@@]1(CCC3C2[C@@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_3F0AB81420","Tauro-β-muricholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CCC2[C@@]1(CCC3C2[C@@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_19C5F6EF42","Tauro-α-muricholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CCC2[C@@]1(CCC3C2[C@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_72B22BAD8F","Tauro-α-muricholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CCC2[C@@]1(CCC3C2[C@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_44ED6A3339","Tauro-α-muricholic acid","C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CCC2[C@@]1(CCC3C2[C@H]([C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_401F69F7DF","Cholic acid","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_3A839A4168","Cholic acid","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_6361CF9E37","Cholic acid","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_3DBC10AA01","Cholic acid","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_A6493D97B3","Cholic acid","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
"CCSBASE_6709F0F5B4","Cholic acid 3-sulfate","C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)OS(=O)(=O)O)C)O)O)C","CCS_Type: 'DT' | Reference: 'https://pubs.acs.org/doi/10.1021/jasms.0c00015'"
